Diretório,Arquivo,Município,Zona Eleitoral,Local de Votação,Seção Eleitoral,Versão da aplicação,Turno da UE,Identificação do Modelo de Urna,Fase da UE,Serial de votação da MV
2022_2t_AC,o00407-0103100030076.logjez,01031,0003,1015,0076,8.26.0.0 - Onça-pintada,1º turno,UE2013,Oficial,6E9EC214
2022_2t_AC,o00407-0103100030077.logjez,01031,0003,0000,0000,8.26.0.0 - Onça-pintada,1º turno,UE2013,Oficial,92D68E65
2022_2t_AC,o00407-0103100030087.logjez,01031,0003,1040,0087,8.26.0.0 - Onça-pintada,1º turno,UE2013,Oficial,7DADCA4D
2022_2t_AC,o00407-0103100030088.logjez,01457,0003,0000,0000,8.26.0.0 - Onça-pintada,1º turno,UE2013,Oficial,D18AF49C
2022_2t_AC,o00407-0103100030095.logjez,01031,0003,0000,0000,8.26.0.0 - Onça-pintada,1º turno,UE2013,Oficial,E8829902
2022_2t_AC,o00407-0103100030096.logjez,01031,0003,1066,0096,8.26.0.0 - Onça-pintada,1º turno,UE2013,Oficial,27071A85
2022_2t_AC,o00407-0103100030122.logjez,01031,0003,1031,0122,8.26.0.0 - Onça-pintada,1º turno,UE2013,Oficial,B0198E41
2022_2t_AC,o00407-0103100030125.logjez,01031,0003,1023,0125,8.26.0.0 - Onça-pintada,1º turno,UE2013,Oficial,E3BD6B60
2022_2t_AC,o00407-0103100030152.logjez,01031,0003,1023,0152,8.26.0.0 - Onça-pintada,1º turno,UE2013,Oficial,13423160
2022_2t_AC,o00407-0104000040073.logjez,01040,0004,1015,0073,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,52BCF7C3
2022_2t_AC,o00407-0104000040074.logjez,01040,0004,1023,0074,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,CC33F9E6
2022_2t_AC,o00407-0104000040075.logjez,01040,0004,1023,0075,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,3EC70BB1
2022_2t_AC,o00407-0104000040076.logjez,01040,0004,1031,0076,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,54AA25E2
2022_2t_AC,o00407-0104000040114.logjez,01040,0004,1015,0114,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,FAC78621
2022_2t_AC,o00407-0104000040140.logjez,01040,0004,1090,0140,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,007B5850
2022_2t_AC,o00407-0104000040141.logjez,01040,0004,1023,0141,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,F49A0D86
2022_2t_AC,o00407-0104000040142.logjez,01040,0004,1031,0142,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,F3470BEC
2022_2t_AC,o00407-0104000040143.logjez,01040,0004,1040,0143,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,5AFE598C
2022_2t_AC,o00407-0104000040160.logjez,01040,0004,1058,0160,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,53A88349
2022_2t_AC,o00407-0104000040161.logjez,01040,0004,1066,0161,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,8FC95602
2022_2t_AC,o00407-0104000040162.logjez,01040,0004,1074,0162,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,C4E2D5C4
2022_2t_AC,o00407-0104000040163.logjez,01040,0004,1082,0163,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,AF30B36B
2022_2t_AC,o00407-0104000040182.logjez,01040,0004,1120,0182,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,1974AA96
2022_2t_AC,o00407-0104000040196.logjez,01040,0004,1040,0196,8.26.0.0 - Onça-pintada,1º turno,UE2010,Oficial,35A7383D
